Input Image,Colorization Strength,ECCV16 Output,SIGGRAPH17 Output,flag,username,timestamp
flagged/Input Image/dd3784c1191435027696/clipboard.png,1,flagged/ECCV16 Output/15ada013f72392a38921/image.webp,flagged/SIGGRAPH17 Output/f8fbf7206679a0f0446f/image.webp,,,2025-07-19 16:14:44.114277
